"","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","NNETWORK_LABEL","NNETWORK_PROB","TREE_LABEL","TREE_PROB","MANUAL_CODE","CONSENSUS_CODE","CONSENSUS_AGREE","CONSENSUS_INCORRECT","PROBABILITY_CODE","PROBABILITY_INCORRECT"
"149","11",0.436580060533615,"10",0.264433690969001,"11",0.999989763451115,"11",0.5,"11",0.24,"6",0.305,"11",0.423875835150437,"11",0.454545454545455,11,11,6,0,11,0
"150","11",0.359109769847537,"11",0.285832476682423,"11",0.734965551767867,"3",0.119202922022118,"11",0.4,"3",0.255,"6",0.592264561504499,"3",0.592105263157895,3,11,4,1,11,1
"151","11",0.250261482255306,"12",0.390572999774678,"12",0.996803995575581,"6",0.5,"12",0.4,"6",0.315,"3",0.693396682852021,"1",0.326388888888889,11,12,3,1,12,1
"152","10",0.515389943194551,"10",0.804331388344599,"10",0.999999968085014,"10",0.880797077977882,"10",0.8,"10",0.585,"11",0.482999825951701,"10",0.903225806451613,1,10,7,1,10,1
"153","1",0.604646769657557,"1",0.519521147338928,"1",0.999999999999991,"1",0.5,"1",0.8,"1",0.535,"11",0.482898937972545,"1",0.326388888888889,10,1,7,1,1,1
"154","1",0.700500224304898,"1",0.608667816707238,"1",0.999999999999973,"1",0.982013790037908,"1",0.96,"1",0.67,"5",0.550817827253511,"1",0.326388888888889,1,1,7,0,1,0
"155","1",0.347594979774991,"1",0.670854084272087,"5",0.998522531365814,"1",0.119202922022118,"1",0.8,"5",0.35,"1",0.591837051046003,"1",0.326388888888889,9,1,6,1,5,1
"156","10",0.508142661408704,"10",0.282435519993297,"6",0.999651734213036,"1",0.119202922022118,"10",0.48,"10",0.295,"1",0.836674136696203,"1",0.326388888888889,10,10,4,0,6,1
"157","1",0.393412853463069,"3",0.434454444909822,"3",0.999997734329301,"1",0.119202922022118,"1",0.88,"1",0.355,"5",0.342896381151161,"1",0.326388888888889,1,1,5,0,3,1
"158","1",0.61537291847627,"1",0.889126525762934,"1",0.999999917081043,"1",0.5,"1",0.88,"1",0.68,"5",0.382202542292711,"1",0.326388888888889,9,1,7,1,1,1
"159","1",0.517714453154149,"1",0.637401955912824,"9",0.69152774041967,"9",0.982013790037908,"1",0.92,"1",0.565,"6",0.571541619412047,"1",0.326388888888889,9,1,5,1,9,0
"160","6",0.486794439826274,"6",0.71016690697025,"1",0.782917749161292,"6",0.880797077977882,"2",0.52,"6",0.6,"3",0.538549520673632,"2",0.666666666666667,1,6,4,1,6,1
"161","1",0.892345735661584,"1",0.926400874247622,"1",1,"1",0.982013790037908,"1",0.88,"1",0.755,"5",0.543861471373813,"1",0.326388888888889,1,1,7,0,1,0
"162","1",0.481196841373207,"2",0.398061818918503,"1",0.501250770843512,"1",0.5,"1",0.76,"1",0.445,"11",0.4755639088792,"1",0.277777777777778,1,1,6,0,1,0
"163","1",0.388567010558699,"8",0.32042926541356,"8",0.999347746341891,"1",0.119202922022118,"1",0.88,"1",0.39,"1",0.785569382885914,"1",0.326388888888889,9,1,6,1,8,1
"164","6",0.454601824273026,"10",0.324599404537339,"1",0.999999162036036,"6",0.5,"6",0.92,"6",0.565,"11",0.385104805996335,"6",0.614285714285714,6,6,5,0,1,1
"165","10",0.21994558552641,"11",0.190496745353615,"6",0.999959993480205,"3",0.119202922022118,"1",0.4,"11",0.24,"2",0.722461191391821,"1",0.326388888888889,11,1,2,1,6,1
"166","9",0.317817829261963,"2",0.232017976379001,"2",0.999999377406282,"2",0.5,"9",0.48,"2",0.24,"9",0.520291083555288,"1",0.326388888888889,6,2,4,1,2,1
"167","10",0.756686129096572,"10",0.841116234960235,"10",0.999999999999999,"10",0.880797077977882,"10",0.8,"10",0.68,"11",0.482999825951701,"10",0.903225806451613,1,10,7,1,10,1
"168","10",0.713592504632544,"10",0.871232875112868,"10",1,"10",0.880797077977882,"10",0.8,"10",0.65,"11",0.482631749496312,"10",0.903225806451613,1,10,7,1,10,1
"169","10",0.41182589696065,"1",0.520829509338208,"10",0.652106059648485,"1",0.5,"1",0.4,"1",0.345,"11",0.482801670676589,"1",0.326388888888889,1,1,5,0,10,1
"170","3",0.767848569809423,"3",0.495059332013514,"3",0.999160441803824,"3",0.880797077977882,"3",0.88,"3",0.58,"11",0.482647292112894,"3",0.592105263157895,3,3,7,0,3,0
"171","3",0.655211621456287,"3",0.981952348552111,"3",0.999999999999907,"3",0.997527376843365,"3",0.44,"3",0.575,"5",0.532401931247189,"3",1,3,3,7,0,3,0
"172","11",0.234721649267344,"1",0.317157156468878,"10",0.999999999737776,"11",0.880797077977882,"3",0.4,"3",0.32,"9",0.521318066428197,"3",0.592105263157895,11,3,3,1,10,1
"173","5",0.709026434298434,"5",0.661260036894118,"5",0.612142652962469,"5",0.997527376843365,"5",0.84,"5",0.59,"5",0.567313219014735,"8",0.491803278688525,8,5,7,1,5,1
"174","4",0.485218236854033,"8",0.867848503784876,"4",0.999975484109959,"11",0.119202922022118,"4",0.52,"5",0.415,"5",0.567247031362027,"7",0.4,4,4,3,0,4,0
"175","5",0.684131644892004,"8",0.447034483130799,"5",0.999999931626015,"5",0.997527376843365,"5",0.72,"5",0.435,"5",0.567313219014735,"8",0.491803278688525,8,5,6,1,5,1
"176","5",0.811606726973971,"5",0.65252120834334,"5",0.999999961711016,"5",0.999954602131298,"5",1,"5",0.79,"5",0.567313219014735,"5",0.936170212765957,5,5,8,0,5,0
"177","8",0.756039647965497,"8",0.913462455248391,"8",0.999999999999963,"8",0.999664649869534,"8",0.96,"8",0.575,"5",0.567313219014735,"8",0.491803278688525,8,8,7,0,8,0
"178","3",0.383747184963048,"3",0.736483529362832,"3",0.999999499484409,"3",0.119202922022118,"1",0.52,"3",0.215,"5",0.566876130801818,"1",0.326388888888889,1,3,5,1,3,1
"179","1",0.33048552002165,"3",0.38931605372206,"1",0.932064527613427,"9",0.880797077977882,"1",0.84,"1",0.35,"5",0.566971674466633,"1",0.326388888888889,1,1,5,0,1,0
"180","9",0.455388107078022,"1",0.245818835374358,"9",0.999996135057583,"9",0.5,"1",0.84,"1",0.39,"11",0.482912718378607,"1",0.326388888888889,1,1,4,0,9,1
"181","1",0.471172223616015,"1",0.433914902473235,"1",0.999984663539344,"1",0.880797077977882,"3",0.92,"3",0.705,"2",0.559844889921978,"3",0.592105263157895,3,1,4,1,1,1
"182","3",0.632976428437458,"3",0.896060548740818,"3",0.999999999997219,"3",0.982013790037908,"3",0.44,"3",0.725,"9",0.52861447254294,"3",1,3,3,7,0,3,0
"183","3",0.814172903710739,"3",0.973673108293084,"3",0.999999999999995,"3",0.997527376843365,"3",1,"3",0.96,"3",0.69136107042974,"3",0.592105263157895,3,3,8,0,3,0
"184","10",0.366076203247383,"10",0.48221167127898,"10",0.998096624901783,"9",0.5,"1",0.72,"1",0.295,"1",0.819991228505935,"1",0.326388888888889,9,1,4,1,10,1
"185","1",0.339229767855869,"9",0.580017493496265,"3",0.999922746904562,"9",0.5,"1",0.84,"1",0.405,"6",0.796073793342379,"1",0.326388888888889,1,1,4,0,3,1
"186","3",0.502236118130698,"10",0.56663886596714,"3",0.999892036162483,"10",0.880797077977882,"10",0.8,"10",0.43,"11",0.482901489203227,"10",0.903225806451613,1,10,5,1,3,1
"187","3",0.502236118130698,"10",0.56663886596714,"3",0.999892036162483,"10",0.880797077977882,"10",0.8,"10",0.43,"11",0.482901489203227,"10",0.903225806451613,1,10,5,1,3,1
"188","11",0.449991734086817,"11",0.551922837641324,"11",0.997546458898199,"11",0.982013790037908,"3",0.48,"11",0.395,"6",0.442846440759591,"3",0.592105263157895,3,11,5,1,11,1
"189","11",0.449991734086817,"11",0.551922837641324,"11",0.997546458898199,"11",0.982013790037908,"3",0.48,"11",0.395,"6",0.442452031158046,"3",0.592105263157895,3,11,5,1,11,1
"190","1",0.490956220898946,"1",0.773494769604411,"1",0.999999999891608,"9",0.880797077977882,"1",0.52,"1",0.27,"11",0.435321268931371,"1",0.326388888888889,1,1,6,0,1,0
"191","3",0.848148777144032,"3",0.971242846569401,"3",1,"3",0.982013790037908,"3",1,"3",0.92,"1",0.774611173090269,"3",0.592105263157895,3,3,7,0,3,0
"192","10",0.433698783506242,"3",0.94608722972489,"10",0.99999999999998,"3",0.982013790037908,"3",0.8,"3",0.69,"11",0.482999825951701,"3",0.592105263157895,3,3,5,0,10,1
"193","3",0.838742493810453,"3",0.959947584629081,"3",1,"3",0.997527376843365,"3",0.84,"3",0.84,"3",0.657057387723514,"3",0.592105263157895,3,3,8,0,3,0
"194","10",0.604311409227048,"10",0.749829361654271,"10",0.999999999279664,"10",0.5,"1",0.56,"10",0.295,"3",0.712616019541835,"1",0.326388888888889,3,10,5,1,10,1
"195","6",0.796069530488594,"6",0.796518747651999,"6",0.999879995677915,"6",0.982013790037908,"6",1,"6",0.81,"11",0.479452229991325,"6",0.822916666666667,1,6,7,1,6,1
"196","6",0.696572094946881,"6",0.725980035048318,"6",0.970693570829105,"6",0.982013790037908,"6",0.76,"6",0.63,"11",0.479333635936867,"6",0.822916666666667,1,6,7,1,6,1
"197","9",0.588099673418575,"1",0.463401715820129,"9",0.999999999999051,"9",0.997527376843365,"1",0.48,"1",0.305,"5",0.567313219014735,"1",0.326388888888889,1,1,4,0,9,1
"198","1",0.499918148682319,"8",0.259670264587989,"1",0.999288802895162,"1",0.119202922022118,"1",0.52,"1",0.32,"5",0.566914978161238,"1",0.326388888888889,1,1,6,0,1,0
"199","1",0.810527359164492,"10",0.434931171468326,"1",1,"9",0.982013790037908,"1",0.68,"1",0.36,"11",0.482999825951701,"1",0.326388888888889,1,1,5,0,1,0
"200","10",0.372444845383428,"10",0.4120336584638,"10",0.999478005123844,"10",0.880797077977882,"1",0.64,"1",0.325,"1",0.773228417122765,"1",0.326388888888889,1,1,4,0,10,1
"201","1",0.323103244511659,"8",0.200995315490906,"8",0.919975239647156,"9",0.5,"9",0.76,"1",0.365,"5",0.567249789075354,"1",0.326388888888889,1,1,3,0,8,1
"202","9",0.530376343871972,"9",0.304367513591083,"2",0.99998082397535,"9",0.982013790037908,"1",0.48,"1",0.265,"11",0.467882337809749,"1",0.326388888888889,1,1,3,0,2,1
"203","1",0.577387529332866,"1",0.214579812758443,"1",0.922935660873147,"1",0.880797077977882,"1",0.64,"1",0.35,"5",0.562266915007449,"1",0.277777777777778,9,1,7,1,1,1
"204","10",0.362699127870988,"10",0.563705346001863,"10",0.999388268280584,"10",0.5,"1",0.68,"1",0.285,"5",0.564192427843525,"1",0.326388888888889,9,10,4,1,10,1
"205","1",0.533107268931801,"1",0.704525590515767,"1",0.999999999999741,"1",0.982013790037908,"1",0.76,"1",0.5,"11",0.461344282455544,"1",0.326388888888889,1,1,7,0,1,0
"206","1",0.7627743232745,"3",0.697051204414963,"3",0.999999999993854,"1",0.5,"1",0.52,"3",0.765,"3",0.742521169874871,"1",0.326388888888889,3,1,4,1,3,0
"207","1",0.392196704953422,"1",0.723963716311978,"1",0.999999999999997,"1",0.5,"8",1,"1",0.275,"5",0.56229376340366,"8",0.491803278688525,1,1,5,0,8,1
"208","1",0.374158085498747,"11",0.829879460094689,"1",0.997710562022974,"1",0.5,"3",0.64,"11",0.57,"11",0.482999825951701,"11",0.977272727272727,1,11,4,1,1,0
"209","1",0.401832206094796,"3",0.946210685275647,"1",0.985106254913354,"3",0.982013790037908,"3",0.6,"3",0.645,"5",0.564454257338485,"3",0.592105263157895,3,3,5,0,1,1
"210","3",0.961150316655162,"3",0.991331245306881,"3",1,"3",0.999664649869534,"3",1,"3",0.93,"5",0.55146902011476,"3",0.592105263157895,3,3,7,0,3,0
"211","8",0.668316398038587,"8",0.689594394699666,"8",0.999999954653722,"8",0.880797077977882,"8",0.96,"8",0.63,"1",0.844409580150422,"8",0.491803278688525,8,8,7,0,8,0
"212","10",0.38784634193881,"10",0.805748344386152,"10",0.505864881184436,"10",0.5,"10",0.8,"10",0.46,"11",0.464961057836596,"10",0.903225806451613,9,10,7,1,10,1
"213","3",0.876705710053334,"3",0.921147164292786,"3",1,"3",0.997527376843365,"3",1,"3",0.975,"2",0.607108018062956,"3",0.592105263157895,3,3,7,0,3,0
"214","5",0.243956135468421,"10",0.462740423423911,"2",0.718431113600476,"2",0.0179862099620915,"8",0.72,"5",0.355,"11",0.482937090940833,"8",0.491803278688525,1,2,2,1,8,1
"215","3",0.500686081714559,"10",0.538817871797201,"10",0.99998784421051,"3",0.5,"3",0.8,"3",0.535,"2",0.754671768240704,"3",0.592105263157895,3,3,5,0,10,1
"216","3",0.619035707048108,"3",0.768049388862163,"1",0.996495060437746,"3",0.997527376843365,"3",0.84,"3",0.845,"5",0.564923604757524,"3",0.592105263157895,3,3,6,0,3,0
"217","3",0.6623751839942,"3",0.737346103781905,"10",0.999999936368145,"3",0.997527376843365,"3",0.4,"3",0.62,"11",0.482955038489683,"3",0.592105263157895,3,3,6,0,10,1
"218","3",0.73205949698538,"1",0.971543086891975,"3",0.999999999995187,"3",0.997527376843365,"3",0.84,"3",0.585,"3",0.577848726176693,"3",0.592105263157895,3,3,7,0,3,0
"219","3",0.835296751151854,"3",0.909758744309146,"3",1,"3",0.997527376843365,"3",0.96,"3",0.815,"5",0.567310284714914,"3",0.592105263157895,3,3,7,0,3,0
"220","3",0.719147310249383,"3",0.951569150672535,"3",0.9999995421111,"3",0.880797077977882,"3",0.6,"3",0.825,"11",0.476738229953447,"3",0.592105263157895,3,3,7,0,3,0
"221","5",0.891174582026037,"5",0.921653340098059,"5",0.999997573750948,"5",0.999954602131298,"5",1,"5",0.75,"5",0.565710594356145,"5",0.936170212765957,5,5,8,0,5,0
"222","1",0.430415497140044,"10",0.695453725888154,"10",0.999999983217128,"10",0.880797077977882,"10",0.8,"10",0.555,"11",0.482263241322761,"10",0.903225806451613,1,10,6,1,10,1
"223","10",0.69930819298273,"3",0.881389170958594,"10",0.999999999994981,"10",0.5,"3",0.44,"10",0.61,"11",0.481796397217934,"10",0.903225806451613,9,10,5,1,10,1
"224","3",0.953228990302863,"3",0.971600680981162,"3",1,"3",0.997527376843365,"3",0.76,"3",0.935,"5",0.567069179948901,"3",0.592105263157895,3,3,7,0,3,0
"225","3",0.62675564785968,"3",0.997285524379047,"3",0.999999999999698,"3",0.880797077977882,"3",0.64,"3",0.58,"5",0.529831569490652,"3",0.592105263157895,1,3,7,1,3,1
"226","3",0.595698676765208,"3",0.587639319085611,"3",0.987344510767645,"3",0.5,"3",0.6,"3",0.545,"5",0.364962969383592,"3",0.592105263157895,3,3,7,0,3,0
"227","9",0.41311061946178,"9",0.694690515709062,"9",0.999998993578539,"9",0.880797077977882,"3",0.84,"3",0.43,"9",0.490885317499816,"3",0.592105263157895,3,9,5,1,9,1
"228","9",0.673038207720269,"9",0.304272122241578,"1",0.873748845984103,"9",0.982013790037908,"9",0.8,"9",0.445,"11",0.47595100960368,"1",0.326388888888889,9,9,5,0,9,0
"229","2",0.511975482531515,"2",0.394510776578264,"1",0.975568925715075,"2",0.5,"2",0.96,"2",0.595,"5",0.567313219014735,"2",0.62,1,2,6,1,1,0
"230","1",0.432189802985778,"3",0.505010295496461,"9",0.669530161699685,"9",0.5,"1",0.64,"1",0.275,"2",0.754257896513458,"1",0.326388888888889,1,1,4,0,2,1
"231","10",0.445132861610985,"11",0.346743288923502,"10",0.992492297368311,"10",0.880797077977882,"3",0.56,"3",0.4,"6",0.49875177214517,"3",0.592105263157895,3,3,3,0,10,1
"232","3",0.870489372616745,"3",0.930365928581885,"3",1,"3",0.999664649869534,"3",1,"3",0.87,"5",0.566772494360869,"3",0.592105263157895,3,3,7,0,3,0
"233","3",0.883957975212636,"3",0.972761965004272,"3",1,"3",0.997527376843365,"3",0.4,"3",0.66,"11",0.482996843179282,"3",1,3,3,7,0,3,0
"234","3",0.797243584938856,"3",0.943963463234453,"3",0.999999999997074,"3",0.997527376843365,"3",0.64,"3",0.845,"6",0.788653261250873,"3",0.592105263157895,3,3,7,0,3,0
"235","3",0.418223376649571,"3",0.292568478139178,"3",0.92606075497302,"3",0.5,"3",0.92,"3",0.565,"3",0.749646762306811,"3",0.592105263157895,3,3,8,0,3,0
"236","10",0.434312940575987,"10",0.885330686755483,"10",0.999999937402107,"10",0.119202922022118,"10",0.76,"10",0.555,"11",0.482945962434311,"10",0.903225806451613,9,10,7,1,10,1
"237","10",0.621721681935575,"11",0.488041778081121,"10",0.999999993588771,"9",0.119202922022118,"10",0.72,"10",0.365,"11",0.482991008475978,"1",0.326388888888889,1,10,4,1,10,1
"238","10",0.361046081268571,"1",0.692130607147321,"10",0.999996120943022,"1",0.119202922022118,"3",0.84,"3",0.565,"6",0.398581750379678,"3",0.592105263157895,1,3,3,1,10,1
"239","3",0.951755513232565,"3",0.974282774171482,"3",1,"3",0.997527376843365,"3",1,"3",0.935,"11",0.462743148135834,"3",0.592105263157895,3,3,7,0,3,0
"240","8",0.223764382495437,"1",0.593279026875907,"5",0.652438875711101,"8",0.0179862099620915,"8",0.76,"5",0.28,"1",0.627782737325735,"8",0.491803278688525,1,8,4,1,8,1
"241","8",0.618802014597885,"8",0.26857340088638,"8",0.996929206383087,"8",0.5,"8",0.88,"10",0.28,"6",0.574319046769965,"8",0.491803278688525,3,8,6,1,8,1
"242","8",0.384074041784039,"8",0.265569637879986,"1",0.999984863608326,"8",0.880797077977882,"8",0.96,"8",0.285,"11",0.482788431983194,"8",0.491803278688525,3,8,6,1,1,1
"243","11",0.388105104018988,"11",0.723675559279146,"11",0.999998229072962,"11",0.880797077977882,"11",1,"11",0.695,"11",0.482999825951701,"11",0.977272727272727,10,11,8,1,11,1
"244","11",0.314400720486323,"11",0.405196423597876,"11",0.999997476462097,"1",0.119202922022118,"10",0.52,"6",0.405,"11",0.482971250184061,"1",0.277777777777778,11,11,4,0,11,0
"245","11",0.702226389668748,"11",0.838017755918,"11",0.999949563130167,"11",0.999664649869534,"11",0.68,"11",0.46,"11",0.482999825951701,"1",0.277777777777778,1,11,7,1,11,1
"246","1",0.259177931382464,"6",0.247416902734347,"6",0.857056829245415,"1",0.119202922022118,"1",0.72,"6",0.46,"5",0.395706669468258,"1",0.277777777777778,1,1,4,0,6,1
"247","2",0.697261956914468,"11",0.653948765963335,"1",0.909433434107098,"2",0.5,"2",0.72,"2",0.75,"11",0.482999825951701,"2",0.62,1,2,5,1,1,0
"248","6",0.973210514634866,"1",0.985876216890353,"6",0.999999997555098,"6",0.982013790037908,"6",0.92,"6",0.81,"11",0.482999825951701,"6",0.822916666666667,1,6,6,1,6,1
"249","5",0.857113376623575,"5",0.41611697228999,"5",0.999999962922387,"5",0.999664649869534,"5",0.84,"5",0.62,"5",0.567313219014735,"8",0.491803278688525,5,5,7,0,5,0
"250","1",0.237577832186274,"2",0.327098261347908,"1",0.937561528654214,"3",0.5,"2",0.36,"3",0.395,"5",0.567288370041607,"2",0.62,3,2,3,1,1,1
"251","2",0.743344247314043,"3",0.475175068297341,"11",0.99063810614432,"2",0.5,"2",0.76,"2",0.58,"11",0.468607796815125,"2",0.62,1,2,5,1,11,1
"252","2",0.747243690284465,"3",0.939344508034843,"2",0.999908758249917,"2",0.5,"2",0.84,"2",0.59,"5",0.567135922113328,"2",0.62,1,2,6,1,2,1
"253","3",0.650371773651752,"3",0.899806582361601,"3",0.91019961461079,"3",0.982013790037908,"3",0.6,"3",0.595,"5",0.567313219014735,"8",0.491803278688525,3,3,6,0,3,0
"254","2",0.549663369968901,"1",0.474078607489684,"1",0.999999999968222,"9",0.880797077977882,"2",0.84,"2",0.71,"3",0.708179940657817,"2",0.62,1,2,4,1,1,0
"255","1",0.453772361840512,"2",0.402525081230704,"1",0.579350847478337,"1",0.5,"2",0.8,"2",0.605,"5",0.448789751529129,"2",0.62,1,2,4,1,2,1
"256","6",0.378989189109905,"6",0.473774596351845,"11",0.983877599226353,"6",0.119202922022118,"6",0.92,"6",0.525,"11",0.482999825951701,"6",0.614285714285714,9,6,6,1,11,1
"257","11",0.448191342874204,"11",0.85555455224858,"11",0.99999999776995,"11",0.999664649869534,"11",0.6,"11",0.595,"11",0.482999825951701,"6",0.614285714285714,9,11,7,1,11,1
"258","2",0.787373680086544,"11",0.950828345191807,"2",0.999994791330304,"2",0.880797077977882,"2",0.72,"2",0.615,"11",0.482999825951701,"2",0.62,2,2,6,0,2,0
"259","2",0.441437639510152,"2",0.569482896980563,"2",0.999999961870013,"2",0.5,"1",0.36,"2",0.355,"3",0.588085224921278,"1",0.277777777777778,1,2,5,1,2,1
"260","9",0.470027717544468,"9",0.652900397256626,"9",0.999997466154757,"9",0.880797077977882,"1",0.72,"1",0.275,"5",0.567313219014735,"1",0.326388888888889,1,9,4,1,9,1
"261","1",0.494842148191153,"10",0.882599109478588,"10",0.863209826033406,"9",0.982013790037908,"10",0.8,"10",0.38,"11",0.482997821191086,"10",0.903225806451613,1,10,5,1,9,1
"262","3",0.941010560540895,"3",0.976739630768964,"3",1,"3",0.999664649869534,"3",1,"3",0.97,"3",0.747392133725648,"3",0.592105263157895,3,3,8,0,3,0
"263","3",0.717271143197424,"3",0.815837119516901,"9",0.99999999981077,"3",0.997527376843365,"3",0.44,"3",0.78,"1",0.443912258124582,"3",0.592105263157895,1,3,6,1,9,1
"264","11",0.579863121778046,"11",0.603944591744185,"11",0.999988570245579,"11",0.880797077977882,"3",0.6,"3",0.43,"11",0.403265068675878,"3",0.592105263157895,9,11,5,1,11,1
"265","10",0.3878779759986,"10",0.80124004858771,"10",0.999999999979627,"10",0.997527376843365,"6",0.72,"10",0.445,"11",0.482999825951701,"6",0.614285714285714,10,10,5,0,10,0
"266","6",0.543063220389102,"10",0.353771911965564,"10",0.999724640660032,"11",0.880797077977882,"6",0.64,"6",0.435,"3",0.493357293430475,"6",0.614285714285714,10,6,4,1,10,0
"267","6",0.753879698305358,"6",0.632352607268815,"6",0.999997085256145,"6",0.880797077977882,"6",0.84,"6",0.725,"11",0.372112841671576,"6",0.614285714285714,1,6,7,1,6,1
"268","6",0.262924446468721,"6",0.535722101253882,"1",0.981440533880524,"6",0.119202922022118,"6",0.32,"3",0.23,"5",0.567307692040877,"8",0.491803278688525,1,6,4,1,1,0
"269","2",0.618700976875407,"1",0.554610850211275,"2",0.976142047175563,"6",0.5,"6",0.68,"6",0.595,"11",0.482922402954814,"6",0.614285714285714,10,6,4,1,2,1
"270","9",0.403072472250146,"1",0.935857222606447,"9",0.998616524888839,"9",0.880797077977882,"1",0.64,"11",0.31,"11",0.45045118448232,"1",0.326388888888889,9,1,3,1,9,0
"271","9",0.393262536138755,"1",0.210748903744603,"9",0.999984772112999,"8",0.5,"1",0.64,"9",0.27,"9",0.549085554848074,"1",0.326388888888889,9,9,4,0,9,0
"272","10",0.913600866488557,"10",0.997641602274934,"10",1,"9",0.5,"10",0.96,"10",0.565,"11",0.482999825951701,"10",0.903225806451613,10,10,6,0,10,0
"273","10",0.324914906713124,"10",0.408940868805656,"10",0.99662949387123,"10",0.5,"1",0.36,"6",0.27,"2",0.526915245379756,"1",0.326388888888889,11,10,4,1,10,1
"274","1",0.515604060301609,"10",0.569600443276611,"1",0.511288576011228,"1",0.5,"1",1,"1",0.665,"5",0.47981709345328,"1",0.326388888888889,11,1,6,1,1,1
"275","1",0.536366463300623,"1",0.487949525886377,"11",0.582410158960435,"1",0.119202922022118,"11",0.44,"1",0.3,"6",0.640092340632443,"1",0.326388888888889,11,1,5,1,6,1
"276","1",0.403156423154601,"1",0.999764244965686,"1",0.999741758794978,"9",0.5,"1",0.8,"1",0.41,"11",0.458060325752929,"1",0.326388888888889,1,1,6,0,1,0
"277","11",0.867232662682572,"11",0.957811511125513,"11",1,"11",0.880797077977882,"11",0.56,"11",0.395,"11",0.482995393911842,"1",0.326388888888889,11,11,7,0,11,0
"278","1",0.290488747691824,"11",0.328132648623838,"2",0.955765423867146,"1",0.0179862099620915,"1",0.28,"6",0.405,"11",0.476774597617716,"1",0.326388888888889,3,1,4,1,2,1
"279","1",0.229872335091376,"2",0.356596093348767,"2",0.996400731651519,"2",0.119202922022118,"2",0.68,"2",0.33,"3",0.666872427230189,"2",0.666666666666667,3,2,6,1,2,1
"280","11",0.621783329163975,"11",0.865624292047948,"11",0.999846200908112,"11",0.5,"3",0.52,"11",0.48,"11",0.482999825951701,"11",0.977272727272727,11,11,7,0,11,0
"281","11",0.88988023705113,"11",0.924571741904784,"11",1,"11",0.982013790037908,"11",0.8,"11",0.55,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"282","1",0.472462227016516,"2",0.211922494668849,"10",0.999999676527454,"10",0.5,"1",0.84,"1",0.395,"11",0.478404781638288,"1",0.326388888888889,11,1,4,1,10,1
"283","10",0.33052948240443,"10",0.498151688102722,"10",0.981943108459618,"3",0.119202922022118,"1",0.32,"10",0.205,"11",0.47729940117498,"1",0.326388888888889,11,10,4,1,10,1
"284","10",0.33052948240443,"10",0.498151688102722,"10",0.981943108459618,"3",0.119202922022118,"1",0.32,"10",0.205,"11",0.47729940117498,"1",0.326388888888889,11,10,4,1,10,1
"285","2",0.703378612483005,"6",0.543152855838491,"2",0.999892352754199,"6",0.880797077977882,"6",0.8,"6",0.505,"2",0.750254435669231,"2",0.62,6,2,4,1,2,1
"286","1",0.369733184292717,"9",0.427992190079143,"11",0.999988748441322,"9",0.119202922022118,"1",0.4,"6",0.39,"11",0.482783916462135,"1",0.326388888888889,11,1,3,1,11,0
"287","1",0.371546548818244,"11",0.254731520343298,"11",0.610751322374743,"9",0.119202922022118,"1",0.72,"1",0.415,"11",0.482499681809223,"1",0.326388888888889,1,1,4,0,1,0
"288","6",0.946893279653742,"6",0.721599505663817,"6",0.999999944444761,"6",0.997527376843365,"6",1,"6",0.76,"11",0.481171707082111,"6",0.822916666666667,6,6,7,0,6,0
"289","10",0.319660810064685,"10",0.338428586516723,"10",0.707689436999337,"11",0.880797077977882,"10",0.72,"3",0.335,"1",0.492771953931635,"3",0.592105263157895,3,10,4,1,11,1
"290","11",0.271595808060821,"10",0.465814377002055,"11",0.999829976048137,"1",0.119202922022118,"1",0.72,"1",0.355,"1",0.564213918801137,"1",0.326388888888889,10,1,5,1,11,1
"291","6",0.734607997421357,"6",0.812126600296067,"6",0.999999855142826,"6",0.880797077977882,"6",1,"6",0.775,"1",0.843635258233076,"6",0.822916666666667,6,6,7,0,6,0
"292","6",0.486125367105456,"6",0.842774426426449,"2",0.856710366451163,"6",0.880797077977882,"6",0.52,"6",0.655,"1",0.843241487051776,"6",0.822916666666667,6,6,6,0,6,0
"293","6",0.486125367105456,"6",0.842774426426449,"2",0.856710366451163,"6",0.880797077977882,"6",0.52,"6",0.655,"1",0.843241487051776,"6",0.822916666666667,6,6,6,0,6,0
"294","2",0.621924266665037,"6",0.522091704123666,"6",0.945602784062869,"6",0.880797077977882,"6",0.8,"2",0.315,"5",0.564318061349746,"2",0.62,6,6,4,0,6,0
"295","10",0.501317614054871,"1",0.54272962939119,"10",0.695882109323998,"9",0.5,"10",0.72,"10",0.315,"11",0.473179476200283,"1",0.326388888888889,9,10,4,1,10,1
"296","1",0.346411687404909,"1",0.853536226361326,"9",0.734457208849672,"9",0.5,"1",0.44,"1",0.405,"11",0.393769748868996,"11",0.454545454545455,1,1,4,0,1,0
"297","1",0.672611292952787,"1",0.702602079940516,"1",0.999999999972381,"1",0.880797077977882,"1",0.96,"1",0.71,"3",0.749442384789474,"1",0.326388888888889,1,1,7,0,1,0
"298","10",0.490653210941482,"10",0.258629305556377,"10",0.915666654099819,"1",0.5,"1",0.8,"1",0.545,"6",0.461943907427629,"1",0.326388888888889,1,1,4,0,10,1
